,Erster Datenpunkt,Letzter Datenpunkt,SIR_beta,SIR_gamma,SIR_I0,SIR_N,SIR_final,SIR_R^2,Gompertz_a,Gompertz_b,Gompertz_c,Gompertz_R^2
0,2020-03-08,2020-03-23,0.6410843943747289,0.14845569863076105,2.272255595832815,311.45850226681387,311.1972150109192,0.993332899993171,15051.0041961928,9.459099616483211,0.048456801734258634,0.9913878934322761
1,2020-03-08,2020-03-24,0.5336504442503429,0.1276636816057519,3.9014966123144523,493.346650368778,491.9849289924991,0.994973682144186,18305.866147863002,9.528318525543238,0.04624945667167881,0.994838491474389
2,2020-03-08,2020-03-25,0.46750205838548353,0.16105430564159445,4.820789355353045,1932.2267726357502,1829.557459486163,0.9959824720329808,63557.82968402231,10.747327156979164,0.03909613683919238,0.9962070606835495
3,2020-03-08,2020-03-26,0.5809882097151944,0.2969038698476395,2.8976131279658404,20064.30051898506,16093.140333969835,0.99747068418642,337620.0415840517,12.35233582634042,0.03207383318530795,0.9972140838921674
4,2020-03-08,2020-03-27,0.4011679644144531,0.11758098017550186,7.330219281356814,45605.708861715706,44204.03336532354,0.9985028781069281,393177.91533155093,12.586154545487139,0.03207807879929224,0.9979778067538426
5,2020-03-08,2020-03-28,0.4647768014003272,0.17971686300043332,4.761368050739368,16712.554031677675,15301.889280439815,0.9990911397533379,505335.86078216386,12.938715211960206,0.031768978079625185,0.9986506120877038
6,2020-03-08,2020-03-29,0.5354974194779092,0.2320088567140983,3.2822369187960683,3802.683989954423,3347.6507908165804,0.9993271168494862,1088055.0390315568,13.559120787868613,0.028841027328735416,0.9992123747806023
7,2020-03-08,2020-03-30,0.5770386400471992,0.2603583724184662,2.6538527436270862,2746.116241092554,2376.285688663621,0.9994951478683636,316177.3215159492,12.457785201756579,0.03333960843251967,0.999316864275954
8,2020-03-08,2020-03-31,0.5179846796666956,0.19994818312932663,3.4124468920394335,2802.4465512814354,2574.855949993289,0.999661996882911,96905.12092557718,11.547010075685638,0.039721225502070794,0.9994175257716162
9,2020-03-08,2020-04-01,0.4643176330387185,0.14782341882407304,4.693886822277252,3069.6385076455144,2947.169931790914,0.999767692408224,55860.76586167822,11.123772246496134,0.043407868529391984,0.9995070873514347
10,2020-03-08,2020-04-02,0.44455927314658855,0.14043441639353135,5.445091744491694,3716.122309557779,3570.7747900605264,0.9996911433858179,53489.80305677126,11.142213548215222,0.043968008660830483,0.9996691975737844
11,2020-03-08,2020-04-03,0.42245126674148636,0.12149277632741712,6.502195319162469,4037.508139215968,3930.8750841290275,0.9997853367267725,40538.24635317611,10.962851434727998,0.04626187088435702,0.9996619690449114
12,2020-03-08,2020-04-04,0.4402832986494636,0.1376023495658765,5.677888067530265,3751.7135424909247,3611.1697557241414,0.999833832463471,29333.807462866254,10.655370567973439,0.048839288655738534,0.9994185688101255
13,2020-03-08,2020-04-05,0.5951454540959946,0.28753524309300216,2.558829102284878,3255.754713722541,2714.925895323988,0.9998034719726872,17942.2535607297,10.442854172277865,0.054545647204582264,0.9987648413003396
14,2020-03-08,2020-04-06,0.40293829454271124,0.09172779785411612,7.757443556189863,4201.49914764665,4168.802279194235,0.9997168926788444,15176.5280055579,10.615860211901625,0.05764204722382804,0.9989948662303821
15,2020-03-08,2020-04-07,0.3835538975096062,0.08118512424503783,9.646080319525334,4670.432968858812,4648.873166611173,0.9996784550303423,14280.50843672475,10.561850718341836,0.0584505320973181,0.9991463572462211
16,2020-03-08,2020-04-08,0.4087200324382708,0.11846256505317482,7.4037352178212785,4432.74498746835,4310.859940525456,0.9983794888984469,14124.993859434517,10.63196876330549,0.05897442190634564,0.9991697724115809
17,2020-03-08,2020-04-09,0.37500225065840154,0.0943556887171618,9.978156917749697,5454.514386967074,5377.217544934506,0.9982011405640462,16410.828623447003,10.496016182721675,0.05602356353877908,0.9992690297820559
18,2020-03-08,2020-04-10,0.4179250662276362,0.15459370681950382,7.354253076520576,5209.5157465019865,4833.915109905068,0.998689364750016,13653.293104922126,10.684023964550459,0.05978250092715076,0.9992610829663335
19,2020-03-08,2020-04-11,0.4657628162479289,0.192568711997317,5.3511450907268525,4656.000375551797,4170.495578831136,0.997841875389951,12822.16351193396,10.23932936830894,0.05895556921123302,0.9963722708618687
20,2020-03-08,2020-04-12,0.4318574591290151,0.1625052872354024,6.7448894717213195,4791.208401455153,4426.013618017713,0.998187740126303,9810.394088109106,10.432881617732532,0.06493266449121872,0.996775424990831
21,2020-03-08,2020-04-13,0.39288740445236003,0.11701625064895282,8.665387755899653,4954.572646203197,4800.284233255025,0.9984518977939352,7869.445213018528,11.682877648692019,0.07387513265542854,0.9973008225225984
22,2020-03-08,2020-04-14,0.4632759331484905,0.19159209491275167,5.413695821555108,4705.46832722287,4214.040710179956,0.9986502791075785,7897.421665431593,11.27619150084537,0.07268083958338858,0.9969980557185805
23,2020-03-08,2020-04-15,0.36382965799867006,0.0740286572737125,11.504634164337837,5704.424628336458,5684.628483175994,0.9973090641508894,7678.879671788975,11.419339271545919,0.07400033969653441,0.9971980685218789
24,2020-03-08,2020-04-16,0.35460228845672104,0.08267131784165603,13.311681647035448,5743.916363199666,5692.55135284737,0.996299173063958,8320.2587086429,11.47715888372043,0.07197310763655954,0.9972145600599541
25,2020-03-08,2020-04-17,0.35490450684654773,0.07764714184705457,12.084270164319221,6213.6306145576555,6174.890140481283,0.9953381347441679,8829.684200017315,11.05551385445494,0.06929492579186847,0.9972033566133904
